ed for 080619725.xml | Count - 102172 | Percentage - 88 | Result - Match 
Checked for 081081382.xml | Count - 105104 | Percentage - 91 | Result - Match 
Checked for 081081407.xml | Count - 105105 | Percentage - 91 | Result - Match 
Checked for 081081436.xml | Count - 105106 | Percentage - 91 | Result - Match 
Checked for 081081459.xml | Count - 105107 | Percentage - 91 | Result - Match 
Checked for 081081465.xml | Count - 105108 | Percentage - 91 | Result - Match 
Checked for 081081494.xml | Count - 105109 | Percentage - 91 | Result - Match 
Checked for 081081528.xml | Count - 105110 | Percentage - 91 | Result - Match 
Checked for 081081540.xml | Count - 105111 | Percentage - 91 | Result - Match 
Checked for 081081563.xml | Count - 105112 | Percentage - 91 | Result - Match 
Checked for 081081572.xml | Count - 105113 | Percentage - 91 | Result - Match 
Checked for 081081586.xml | Count - 105114 | Percentage - 91 | Result - Match 
Checked for 081081592.xml | Count - 105115 | Percentage - 91 | Result - Match 
Checked for 081081626.xml | Count - 105116 | Percentage - 91 | Result - Match 
Checked for 081081730.xml | Count - 105117 | Percentage - 91 | Result - Match 
Checked for 081081799.xml | Count - 105118 | Percentage - 91 | Result - Match 
Checked for 081081816.xml | Count - 105119 | Percentage - 91 | Result - Match 
Checked for 081081845.xml | Count - 105120 | Percentage - 91 | Result - Match 
Checked for 081081874.xml | Count - 105121 | Percentage - 91 | Result - Match 
Checked for 081081995.xml | Count - 105122 | Percentage - 91 | Result - Match 
Checked for 081082003.xml | Count - 105123 | Percentage - 91 | Result - Match 
Checked for 081082026.xml | Count - 105124 | Percentage - 91 | Result - Match 
Checked for 081082032.xml | Count - 105125 | Percentage - 91 | Result - Match 
Checked for 081082078.xml | Count - 105126 | Percentage - 91 | Result - Match 
Checked for 081082101.xml | Count - 105127 | Percentage - 91 | Result - Match 
Checked for 081082118.xml | Count - 105128 | Percentage - 91 | Result - Match 
Checked for 081082182.xml | Count - 105129 | Percentage - 91 | Result - Match 
Checked for 081082199.xml | Count - 105130 | Percentage - 91 | Result - Match 
Checked for 081082251.xml | Count - 105131 | Percentage - 91 | Result - Match 
Checked for 081082268.xml | Count - 105132 | Percentage - 91 | Result - Match 
Checked for 081082274.xml | Count - 105133 | Percentage - 91 | Result - Match 
Checked for 081082308.xml | Count - 105134 | Percentage - 91 | Result - Match 
Checked for 081082343.xml | Count - 105135 | Percentage - 91 | Result - Match 
Checked for 081082352.xml | Count - 105136 | Percentage - 91 | Result - Match 
Checked for 081082389.xml | Count - 105137 | Percentage - 91 | Result - Match 
Checked for 081082395.xml | Count - 105138 | Percentage - 91 | Result - Match 
Checked for 081082429.xml | Count - 105139 | Percentage - 91 | Result - Match 
Checked for 081082441.xml | Count - 105140 | Percentage - 91 | Result - Match 
Checked for 081082487.xml | Count - 105141 | Percentage - 91 | Result - Match 
Checked for 081082562.xml | Count - 105142 | Percentage - 91 | Result - Match 
Checked for 081082602.xml | Count - 105143 | Percentage - 91 | Result - Match 
Checked for 081082631.xml | Count - 105144 | Percentage - 91 | Result - Match 
Checked for 081082654.xml | Count - 105145 | Percentage - 91 | Result - Match 
Checked for 081082700.xml | Count - 105146 | Percentage - 91 | Result - Match 
Checked for 081082752.xml | Count - 105147 | Percentage - 91 | Result - Match 
Checked for 081082781.xml | Count - 105148 | Percentage - 91 | Result - Match 
Checked for 081082809.xml | Count - 105149 | Percentage - 91 | Result - Match 
Checked for 081082850.xml | Count - 105150 | Percentage - 91 | Result - Match 
Checked for 081082907.xml | Count - 105151 | Percentage - 91 | Result - Match 
Checked for 081082913.xml | Count - 105152 | Percentage - 91 | Result - Match 
Checked for 081082922.xml | Count - 105153 | Percentage - 91 | Result - Match 
Checked for 081082942.xml | Count - 105154 | Percentage - 91 | Result - Match 
Checked for 081082959.xml | Count - 105155 | Percentage - 91 | Result - Match 
Checked for 081082971.xml | Count - 105156 | Percentage - 91 | Result - Match 
Checked for 081083002.xml | Count - 105157 | Percentage - 91 | Result - Match 
Checked for 081083048.xml | Count - 105158 | Percentage - 91 | Result - Match 
Checked for 081083060.xml | Count - 105159 | Percentage - 91 | Result - Match 
Checked for 081083083.xml | Count - 105160 | Percentage - 91 | Result - Match 
Checked for 081083117.xml | Count - 105161 | Percentage - 91 | Result - Match 
Checked for 081083146.xml | Count - 105162 | Percentage - 91 | Result - Match 
Checked for 081083152.xml | Count - 105163 | Percentage - 91 | Result - Match 
Checked for 081083221.xml | Count - 105164 | Percentage - 91 | Result - Match 
Checked for 081083250.xml | Count - 105165 | Percentage - 91 | Result - Match 
Checked for 081083267.xml | Count - 105166 | Percentage - 91 | Result - Match 
Checked for 081083282.xml | Count - 105167 | Percentage - 91 | Result - Match 
Checked for 081083342.xml | Count - 105168 | Percentage - 91 | Result - Match 
Checked for 081083359.xml | Count - 105169 | Percentage - 91 | Result - Match 
Checked for 081083394.xml | Count - 105170 | Percentage - 91 | Result - Match 
Checked for 081083405.xml | Count - 105171 | Percentage - 91 | Result - Match 
Checked for 081083428.xml | Count - 105172 | Percentage - 91 | Result - Match 
Checked for 081083463.xml | Count - 105173 | Percentage - 91 | Result - Match 
Checked for 081083486.xml | Count - 105174 | Percentage - 91 | Result - Match 
Checked for 081083492.xml | Count - 105175 | Percentage - 91 | Result - Match 
Checked for 081083512.xml | Count - 105176 | Percentage - 91 | Result - Match 
Checked for 081083526.xml | Count - 105177 | Percentage - 91 | Result - Match 
Checked for 081083549.xml | Count - 105178 | Percentage - 91 | Result - Match 
Checked for 081083578.xml | Count - 105179 | Percentage - 91 | Result - Match 
Checked for 081083624.xml | Count - 105180 | Percentage - 91 | Result - Match 
Checked for 081083630.xml | Count - 105181 | Percentage - 91 | Result - Match 
Checked for 081083682.xml | Count - 105182 | Percentage - 91 | Result - Match 
Checked for 081083716.xml | Count - 105183 | Percentage - 91 | Result - Match 
Checked for 081083722.xml | Count - 105184 | Percentage - 91 | Result - Match 
Checked for 081083780.xml | Count - 105185 | Percentage - 91 | Result - Match 
Checked for 081083852.xml | Count - 105186 | Percentage - 91 | Result - Match 
Checked for 081083872.xml | Count - 105187 | Percentage - 91 | Result - Match 
Checked for 081083929.xml | Count - 105188 | Percentage - 91 | Result - Match 
Checked for 081083970.xml | Count - 105189 | Percentage - 91 | Result - Match 
Checked for 081084030.xml | Count - 105190 | Percentage - 91 | Result - Match 
Checked for 081084053.xml | Count - 105191 | Percentage - 91 | Result - Match 
Checked for 081084062.xml | Count - 105192 | Percentage - 91 | Result - Match 
Checked for 081084208.xml | Count - 105193 | Percentage - 91 | Result - Match 
Checked for 081084214.xml | Count - 105194 | Percentage - 91 | Result - Match 
Checked for 081084220.xml | Count - 105195 | Percentage - 91 | Result - Match 
Checked for 081084577.xml | Count - 105196 | Percentage - 91 | Result - Match 
Checked for 081084681.xml | Count - 105197 | Percentage - 91 | Result - Match 
Checked for 081085023.xml | Count - 105198 | Percentage - 91 | Result - Match 
Checked for 081091211.xml | Count - 105199 | Percentage - 91 | Result - Match 
Checked for 081091228.xml | Count - 105200 | Percentage - 91 | Result - Match 
Checked for 081091234.xml | Count - 105201 | Percentage - 91 | Result - Match 
Checked for 081091240.xml | Count - 105202 | Percentage - 91 | Result - Match 
Checked for 081091263.xml | Count - 105203 | Percentage - 91 | Result - Match 
Checked for 081091286.xml | Count - 105204 | Percentage - 91 | Result - Match 
Checked for 081091326.xml | Count - 105205 | Percentage - 91 | Result - Match 
Checked for 081091332.xml | Count - 105206 | Percentage - 91 | Result - Match 
Checked for 081091361.xml | Count - 105207 | Percentage - 91 | Result - Match 
Checked for 081091384.xml | Count - 105208 | Percentage - 91 | Result - Match 
Checked for 081091390.xml | Count - 105209 | Percentage - 91 | Result - Match 
Checked for 081091418.xml | Count - 105210 | Percentage - 91 | Result - Match 
Checked for 081091430.xml | Count - 105211 | Percentage - 91 | Result - Match 
Checked for 081091482.xml | Count - 105212 | Percentage - 91 | Result - Match 
Checked for 081091516.xml | Count - 105213 | Percentage - 91 | Result - Match 
Checked for 081091608.xml | Count - 105214 | Percentage - 91 | Result - Match 
Checked for 081091695.xml | Count - 105215 | Percentage - 91 | Result - Match 
Checked for 081091764.xml | Count - 105216 | Percentage - 91 | Result - Match 
Checked for 081091770.xml | Count - 105217 | Percentage - 91 | Result - Match 
Checked for 081091793.xml | Count - 105218 | Percentage - 91 | Result - Match 
Checked for 081091856.xml | Count - 105219 | Percentage - 91 | Result - Match 
Checked for 081091862.xml | Count - 105220 | Percentage - 91 | Result - Match 
Checked for 081091885.xml | Count - 105221 | Percentage - 91 | Result - Match 
Checked for 081091919.xml | Count - 105222 | Percentage - 91 | Result - Match 
Checked for 081091931.xml | Count - 105223 | Percentage - 91 | Result - Match 
Checked for 081091992.xml | Count - 105224 | Percentage - 91 | Result - Match 
Checked for 081092089.xml | Count - 105225 | Percentage - 91 | Result - Match 
Checked for 081092095.xml | Count - 105226 | Percentage - 91 | Result - Match 
Checked for 081092112.xml | Count - 105227 | Percentage - 91 | Result - Match 
Checked for 081092129.xml | Count - 105228 | Percentage - 91 | Result - Match 
Checked for 081092164.xml | Count - 105229 | Percentage - 91 | Result - Match 
Checked for 081092187.xml | Count - 105230 | Percentage - 91 | Result - Match 
Checked for 081092233.xml | Count - 105231 | Percentage - 91 | Result - Match 
Checked for 081092291.xml | Count - 105232 | Percentage - 91 | Result - Match 
Checked for 081092331.xml | Count - 105233 | Percentage - 91 | Result - Match 
Checked for 081092383.xml | Count - 105234 | Percentage - 91 | Result - Match 
Checked for 081092452.xml | Count - 105235 | Percentage - 91 | Result - Match 
Checked for 081092469.xml | Count - 105236 | Percentage - 91 | Result - Match 
Checked for 081092613.xml | Count - 105237 | Percentage - 91 | Result - Match 
Checked for 081092636.xml | Count - 105238 | Percentage - 91 | Result - Match 
Checked for 081092642.xml | Count - 105239 | Percentage - 91 | Result - Match 
Checked for 081092665.xml | Count - 105240 | Percentage - 91 | Result - Match 
Checked for 081092705.xml | Count - 105241 | Percentage - 91 | Result - Match 
Checked for 081092734.xml | Count - 105242 | Percentage - 91 | Result - Match 
Checked for 081092740.xml | Count - 105243 | Percentage - 91 | Result - Match 
Checked for 081092757.xml | Count - 105244 | Percentage - 91 | Result - Match 
Checked for 081092803.xml | Count - 105245 | Percentage - 91 | Result - Match 
Checked for 081092812.xml | Count - 105246 | Percentage - 91 | Result - Match 
Checked for 081092855.xml | Count - 105247 | Percentage - 91 | Result - Match 
Checked for 081092884.xml | Count - 105248 | Percentage - 91 | Result - Match 
Checked for 081092918.xml | Count - 105249 | Percentage - 91 | Result - Match 
Checked for 081093111.xml | Count - 105250 | Percentage - 91 | Result - Match 
Checked for 081093203.xml | Count - 105251 | Percentage - 91 | Result - Match 
Checked for 081093226.xml | Count - 105252 | Percentage - 91 | Result - Match 
Checked for 081093261.xml | Count - 105253 | Percentage - 91 | Result - Match 
Checked for 081093278.xml | Count - 105254 | Percentage - 91 | Result - Match 
Checked for 081093301.xml | Count - 105255 | Percentage - 91 | Result - Match 
Checked for 081093347.xml | Count - 105256 | Percentage - 91 | Result - Match 
Checked for 081093474.xml | Count - 105257 | Percentage - 91 | Result - Match 
Checked for 081093629.xml | Count - 105258 | Percentage - 91 | Result - Match 
Checked for 081093641.xml | Count - 105259 | Percentage - 91 | Result - Match 
Checked for 081093658.xml | Count - 105260 | Percentage - 91 | Result - Match 
Checked for 081093670.xml | Count - 105261 | Percentage - 91 | Result - Match 
Checked for 081093693.xml | Count - 105262 | Percentage - 91 | Result - Match 
Checked for 081093710.xml | Count - 105263 | Percentage - 91 | Result - Match 
Checked for 081093727.xml | Count - 105264 | Percentage - 91 | Result - Match 
Checked for 081093742.xml | Count - 105265 | Percentage - 91 | Result - Match 
Checked for 081093860.xml | Count - 105266 | Percentage - 91 | Result - Match 
Checked for 081093932.xml | Count - 105267 | Percentage - 91 | Result - Match 
Checked for 081093981.xml | Count - 105268 | Percentage - 91 | Result - Match 
Checked for 081094035.xml | Count - 105269 | Percentage - 91 | Result - Match 
Checked for 081094104.xml | Count - 105270 | Percentage - 91 | Result - Match 
Checked for 081094127.xml | Count - 105271 | Percentage - 91 | Result - Match 
Checked for 081102062.xml | Count - 105272 | Percentage - 91 | Result - Match 
Checked for 081102085.xml | Count - 105273 | Percentage - 91 | Result - Match 
Checked for 081102125.xml | Count - 105274 | Percentage - 91 | Result - Match 
Checked for 081102131.xml | Count - 105275 | Percentage - 91 | Result - Match 
Checked for 081102148.xml | Count - 105276 | Percentage - 91 | Result - Match 
Checked for 081102154.xml | Count - 105277 | Percentage - 91 | Result - Match 
Checked for 081102183.xml | Count - 105278 | Percentage - 91 | Result - Match 
Checked for 081102192.xml | Count - 105279 | Percentage - 91 | Result - Match 
